Year,Meet,Elevation
2018,2018 Gettysburg Invitational,
2018,2018 Gladstein Invitational,
2018,2018 Graduate Classic,
2018,2018 Great Dane Classic,
2018,2018 Greater Boston Track Club Invitational (GBTC),
2018,2018 Griffon Open,
2018,2018 Harry F. Anderson Invitational,
2018,2018 Highlander Invitational,
2018,2018 Holloway Park XC Preseason Festival,
2019,2018 Hoosier Open,
2019,2018 Howlin Husky Invitational,
2018,2018 Husky Classic,
2018,2018 Indiana Little State Championships,
2018,2018 Indiana University Relays,
2018,2018 Jayhawk Classic,
2018,2018 Jim Click Shootout,
2018,2018 Jim Duncan Invitational,
2018,2018 KMS Invitational,
2018,2018 Ken Shannon Invitational,
2018,2018 Kentucky Invitational,
2018,2018 Kip Janvrin Open,
2018,2018 Larry Ellis Invitational,
2018,2018 Lenny Lyles-Clark Wood Invitational,
2018,2018 Lenoir-Rhyne University CC Classic,
2018,2018 Lenoir-Rhyne University CC Invitational,
2018,2018 Lori Fitzgerald Open,
2018,2018 MIAA Cross Country Championships,
2018,2018 MIAA Outdoor Championships,
2018,2018 MIAA v NSIC Showdown,
2018,2018 Master's University XC Invitational,
2019,2018 Mel Tjeerdsma Classic,
2018,2018 Meyo Invitational,
2018,2018 Mount St. Joseph University Invitational,
2018,2018 Mountain Dew Gator Cross Country Invitational,
2018,2018 Mountain States Games - College,
2018,2018 Mountaineer-Cowboy Open,
2018,2018 Myrle Hanson Memorial Open,
2018,2018 NAIA vs. NCAA Challenge,
2018,2018 NCCAA Indoor T&F Championship,
2018,2018 NE 10 Indoor Championship,
2018,2018 NSU Twilight,
2018,2018 National Catholic Invitational,
2018,2018 Nebraska Tune-Up,
2018,2018 Notre Dame Invitational,
2018,2018 OLLU Invitational,
2018,2018 ONU Invitational,
2018,2018 Oklahoma Baptist Invite,
2018,2018 Oxy Invitational (College/University),
2018,2018 Point Loma Invitational,
2018,2018 Pomona-Pitzer T&F Invite,
2018,2018 Ralph Vernacchia Track & Field Meet,
2018,2018 Ranger Collegiate Cross Country Invitational,
2018,2018 Reggie Poyau Memorial Invitational,
2018,2018 Region VI Indoor Championships,
2018,2018 Region VI Outdoor Track & Field Championships,
2018,2018 Region XI Outdoor Championship,
2018,2018 Roadrunners Invitational,
2018,2018 Ross and Sharon Irwin Invite,
2018,2018 SFU Emilie Mondor Invite,
2018,2018 SPC Cross Country Invitational,
2018,2018 SPU Final Qualifier,
2018,2018 Saints Invitational,
2018,2018 Snake River Open - College,
2018,2018 South Alabama Invintational,
2018,2018 Stegemoller Classic,
2018,2018 Stinger Open,
2018,2018 Tom Benich Invitational,
2018,2018 Trojan Challenge,
2018,2018 UAlbany Spring Classic,
2018,2018 UT Track Classic,
2018,2018 UVU Collegiate Invitational,
2018,"2018 UVU XC vs SUU, ISU, & Westminster",
2018,2018 UW Invitational,
2018,2018 UW Open,
2018,2018 UW Preview,
2018,2018 WKU Hilltopper Relays,
2018,2018 Wash U Invite,
2018,2018 Wendy's/PSU Invitational,
2018,2018 West Point Twilight,
2019,2018 Western Colorado Open,
2018,2018 Western/GHS Combined Invitational,
2018,2018 Willamette Invitational,
2018,2018 Willie Williams Classic - College/Open,
2018,2018 Yale Collegiate Invitational,
2019,2018 Yale Season Opener,
2019,2018 Yellow Jacket Holiday Classic,
2018,2018 Yellow Jacket Spring Open,
2019,2019 26th Joe I Vigil Open XC,
2019,2019 92nd Clyde Littlefield Texas Relays,
2019,2019 Adidas Winthrop University Invitational,
2019,2019 Alex Wilson Invitational,
2019,2019 BYU Autumn Classic,
2019,2019 BYU Cougar Indoor,
2019,2019 BYU Cougar Invitational,
2019,2019 Beantown Challenge,
2019,2019 Bearcat Invite,
2019,2019 Bearcat XC Invite,
2019,2019 Behrend Open,
2019,2019 Big Blue Alumni Invitational,
2020,2019 Blue & Gold Invitational,
2019,2019 Blue Oval Invitational,
2019,2019 Boise State Challenge,
2019,2019 Border Clash XC Meet,
2019,2019 CUC Cougar Invitational,
2019,2019 Cal Poly Shareslo.com Invitational,
2019,2019 California Collegiate Open,
2019,2019 Catamount Classic,
2019,2019 Chadron State XC Invitational,
2019,2019 Colonial Relays,
2019,2019 Concordia Classic,
2019,2019 Concordia Indoor Invite,
2019,2019 Concordia Twilight,
2019,2019 Conference Carolinas XC Championships,
2019,2019 Cougar Challenge,
2019,2019 Dartmouth Relays - COLLEGE and OPEN,
2019,2019 Dave Little Alumi Mile,
2019,2019 Delaware Cross Country Invitational,
2019,2019 Don Kirby Tailwind Open,
2019,2019 ECC Outdoor Championships,
2019,2019 East Texas Quad,
2019,2019 Ed Jocoby Invite & Multi,
2019,2019 Emilie Mondor Invitational,
2019,2019 Emporia State Relays,
2019,2019 FHSU Tiger Open,
2019,2019 Frank Sevigne Husker Invitational,
2019,2019 Fred Hardy Invitational,
2019,2019 G-MAC Indoor Track & Field Championships,
2019,2019 GAC Championships/All-Comers,
2019,2019 GLIAC Cross Country Championships,
2019,2019 GLVC Cross Country Championships,
2019,2019 GNAC Cross Country Championships,
2019,2019 Gladstein Invitational,
2019,2019 Graduate Classic,
2019,2019 Great American Conference Championships,
2019,2019 Griffon Open,
2019,2019 Gulf South Conference Track and Field Championships,
2019,2019 H.W. Wright Classic,
2019,2019 Hastings College XC Invite,
2019,2019 Highlander Invitational,
2020,2019 Hoosier Open,
2019,2019 Hornet Invitational,
2019,2019 Husky Classic,
2019,2019 IWU Wildcat Twilight Invitational,
2019,2019 Jacksons Invitational/NB Invite,
2019,2019 Jayhawk Classic,
2019,2019 Jim Duncan Invitational,
2019,2019 Jim Green Track & Field Invitational,
2019,2019 John McNichols Invitational,
2019,2019 KMS Invitational,
2019,2019 KSU Steve Miller Open,
2019,2019 Ken Shannon Invitational,
2019,2019 Kip Janvrin Open,
2019,2019 Larry Ellis Invitational,
2019,2019 Lenny Lyles-Clark Wood Invitational,
2019,2019 Liberty Flames Invite,
2019,2019 Lori Fitzgerald Memorial,
2020,2019 Mel Tjeerdsma Classic,
2019,2019 Meyo Invitational,
2019,2019 Mount Olive Final Qualifier,
2019,2019 Mountain Dew Gator Cross Country Invitational,
2019,2019 Myrle Hanson Memorial Open,
2019,2019 NEICAAA Cross Country Championship Meet,
2019,2019 NJCAA Region VI Indoor Championships,
2019,2019 NJCAA Region VI Outdoor Championships,
2019,2019 NSIC Outdoor Track & Field Championship,
2019,2019 NSIC Track and Field Indoor Championship,
2019,2019 Nebraska Tune-Up,
2019,2019 Northwest Open,
2019,2019 Notre Dame Invitational,
2019,2019 OLLU Invite,
2019,2019 Oklahoma Baptist University Invite,
2019,2019 Oral Roberts Invitational,
2019,2019 Oxy Invitational,
2019,2019 PLU Open,
2019,2019 Peach Belt Conference Cross Country Championship,
2019,2019 Pioneer Invitational,
2019,2019 Pomona-Pitzer Collegiate All-Comers,
2019,2019 Pomona-Pitzer Invitational (College/Univ),
2019,2019 Prairie Wolf Invite,
2019,2019 Reggie Poyau Memorial Invitational,
2019,2019 Rhodes Invitational Track & Field Meet,
2019,2019 SPC Cross County Invitational,
2019,2019 SU Challenge,
2019,2019 Saints Invitational,
2019,2019 Sam Williams Twilight Qualifier,
2019,2019 San Diego Collegiate Challenge,
2019,2019 Shacklette X-C Invitational,
2019,2019 Spire Midwest Open Indoor T&F Meet,
2019,2019 St. Louis Collegiate Indoor Classic,
2019,2019 Stinger Open,
2019,2019 Tom Benich Invite,
2019,2019 Triton Invitational,
2019,2019 Twilight Qualifier,
2020,2019 UCCS Invitational,
2019,2019 UCCS XC Open,
2019,2019 UTA Bobby Lane Invitational,
2019,2019 UTA Gerald Richey Invitational,
2019,2019 UVU Collegiate Invitational,
2019,2019 UW Invitational,
2019,2019 UW Preview,
2019,2019 WEST TEXAS A&M Invitational,
2019,2019 Wayne State Wildcat XC Invite,
2019,2019 West Coast Invitational,
2019,2019 Willamette Invitational,
2019,2019 Willamette Opener,
2019,2019 Willie Williams Classic College,
2019,2019 Winthrop/ADIDAS Cross Country Invitational,
2019,2019 Yale Springtime Invitational,
2019,2019 Yellow Jacket Spring Open,
2020,2019 Yellowjacket Holliday Classic,
2019,2019 Yellowjacket XC Invitational,
2020,2020 Alex Wilson Invitational,
2020,2020 BU David Hemery Valentine Invitational,
2020,2020 BYU Indoor Invitational,
2020,2020 Bearcat Open,
2020,2020 Bethel College Invite,
2020,2020 Black Hills State XC Invite,
2020,2020 Boise State Challenge,
2020,2020 Bowdoin Invitational #2,
2020,2020 Brockport Multi,
2020,2020 Colorado Springs XC Open,
2020,2020 Concordia Indoor Invite,
2020,2020 Dartmouth Relays - College & Open,
2020,2020 Dave Little Alumni Mile,
2020,2020 East Texas Shoot-Out,
2020,2020 Ed Jacoby Invite,
2020,2020 Findlay Alumni Classic (College),
2020,2020 Frank Sevigne Husker Invitational,
2020,2020 Gladstein Invitational,
2020,2020 Graduate Classic,
2020,2020 Hoosier Hills,
2020,2020 Husky Classic (College),
2020,2020 Jayhawk Classic,
2020,2020 Jim Green Invitational,
2020,2020 KMS Invitational,
2020,2020 Koala XC Classic,
2020,2020 MC Season Opener,
2020,2020 Meyo Invitational,
2020,2020 Mountain States Games (College/Post-Collegiate),
2020,2020 Myrle Hanson Open,
2020,2020 NEC Indoor Track & Field Championships,
2020,2020 NWU Open,
2020,2020 Nebraska Tune-Up,
2020,2020 New Mexico Collegiate Classic,
2020,2020 Northwest Open,
2020,2020 Notre Dame Invitational,
2020,2020 Oklahoma State Invitational,
2020,2020 Power 5,
2020,2020 RMAC Cross Country Championships,
2020,2020 SPC Cross Country Invite,
2020,2020 San Diego Collegiate Challenge,
2020,2020 Stacy Dragila Open,
2020,2020 Stinger Open,
2020,2020 Tabor Cottonwood Challenge,
2020,2020 Trinity Invitational,
2020,2020 UNK Charlie Foster,
2020,2020 UW Invitational  Jan 31 -,
2020,2020 UW Preview,
2020,2020 WT Buffalo Stampede,
2020,2020 William Graham Ranger College XC Invitational,
2018,20th Annual Bison Open,
2019,20th Annual DeSchriver Invitational,
2013,20th Annual Joe I. Vigil Open,
2012,20th Lehigh John Covert Classic,
2019,21st Annual Bison Open,
2018,22nd Rossi Relays,
2018,23rd Annual James Earley Invitational,
2015,23rd Lehigh John Covert Classic,
2019,23rd Rossi Relays,
2017,24th Annual Joe. I. Vigil Open,
2019,24th Annual Monmouth Season Opener,
2013,25th Annual Don Cathcart XC Invite,
2018,25th Annual Joe I. Vigil Open XC Meet,
2014,25th Annual Vanguard Invitational,
2010,25th Jesse Owens Track Classic  Apr 30 -,
2011,25th Winthrop Cross Country Invitational,
2017,26th Annual Colorado College Invite,
2012,27th Annual Rocky Mountain Shootout,
2016,28th Annual Don Cathcart Invitational,
2013,28th Annual Rocky Mountain Shootout,
2019,28th Annual Ronald C. Hoffmann Invitational,
2012,28th Annual Toledo Invitational (College/Open),
2015,29th Annual Detroit Titan Invitational,
2017,29th Annual Don Cathcart Invitational,
2014,29th Annual Rocky Mountain Shootout,
2014,29th Annual Toledo Collegiate Invitational,
2015,2ND ANNUAL TOM FARRELL TRACK & FIELD CLASSIC,
2012,2da Clasificatoria LAI 2012,
2013,2da Clasificatoria LAI 2013,
2014,2da Clasificatoria LAI 2014,
2015,2da Clasificatoria LAI 2015,
2013,2da Clasificatoria LAI CT 2013,
2016,2da Clasificatoria Sistema UPR 2016,
2014,2da Clasificatoria XC LAI,
2012,2da Clasificatoria XC LAI 2012,
2014,2do Evento CT Sistema UPR,
2014,2nd Annual Furman Classic,
2010,2nd Annual Gorilla Classic,
2017,2nd Annual Indoor Gorilla Classic,
2016,2nd Annual Mountaineer Under the Lights,
2019,2nd Annual Penmen Relays at SNHU,
2012,2nd Annual Yellow Jacket Invitational,
2016,3 Stripe Invitational,
2013,30th ANNUAL EYE OPENER CROSS COUNTRY MEET,
2018,30th Annual Don Cathcart Invitational,
2015,30th Annual Rocky Mountain Shootout,
2019,31st Annual Don Cathcart Invitational,
2014,31st Greensboro XC Invitational,
2015,32nd Annual Greensboro Cross Country Invitational,
2017,32nd Annual Rocky Mountain Shootout,
2014,32nd Millersville Metrics,
2015,32nd Winthrop/ADIDAS XC Invitational 2015,
2019,33rd ANNUAL RON MASANZ TRACK & FIELD CLASSIC,
2012,33rd Annual Philadelphia Metro Cross Country Championship,
2015,33rd Millersville Metrics,
2016,34th Millersville Metrics,
2016,34th Yale Collegiate Invitational,
2018,36th Annual Queen City Invitational,
2014,36th SDSU Aztec Invitational - Invite Section,
2015,37th SDSU Aztec Invitational,
2018,37th Shacklette Invitational,
2016,38th Annual Aztec Invitational,
2016,38th Annual Aztec Open,
2012,38th Charles Bowles Willamette Invitational,
2017,39th Annual Aztec Invitational,
2017,39th Annual Aztec Open,
2014,39th Annual Frank Sevigne Husker Invitational,
2012,39th Annual WWU Cross Country Classic,
2013,39th Charles Bowles Willamette Invitational - COLLEGE TEAMS,
2017,3ra Clasificatoria Atletismo LAI 2017,
2012,3ra Clasificatoria LAI 2012,
2013,3ra Clasificatoria LAI 2013,
2014,3ra Clasificatoria LAI 2014,
2015,3ra Clasificatoria LAI 2015,
2011,3rd Annual Gorilla Classic,
2018,3rd Annual Indoor Gorilla Classic,
2014,3rd Annual South Florida Multi-Cultrual Games,
2017,3rd Annual UIS Prairie Star Invitational,
2015,3rd Bruce Kirsh Cross Country Cup,
2020,4 Corners XC Classic,
2010,4 Way Scoring Meet,
2018,40th Annual Aztec Invitational,
2018,40th Annual Aztec Open,
2015,40th Annual Frank Sevigne Husker Invitational,
2011,40th Annual Morehouse Relays,
2013,40th Annual Western Washington Cross Country Classic,
2014,40th Charles Bowles Willamette Invitational,
2012,"40th Robert ""Jet"" Johnson Bulldog Relays",
2019,41st Annual Aztec Invitational,
2019,41st Annual Aztec Open,
2016,41st Annual Frank Sevigne Husker Invitational,
2012,41st Annual Morehouse Relays,
2015,41st Charles Bowles Willamette Invitational,
2014,41st Western Washington University Cross Country Classic,
2017,42nd Annual Frank Sevigne Husker Invitational,
2013,42nd Annual Morehouse Relays,
2015,42nd Annual Western Washington University Cross Country Classic,
2016,42nd Charles Bowles Willamette Invitational,
2018,43rd Annual Norry Hersey Rice Invitational Cross Country Mee,
2017,43rd Charles Bowles Willamette Invitational,
2016,43rd Western Washington Classic,
2017,44th Annual Western Washington University Cross Country Classic,
2018,44th Charles Bowles Willamette Invitational,
2015,45th Annual Patty Forgey Invitational,
2019,45th Charles Bowles Willamette Invitational,
2018,45th Western Washington University Cross Country Classic,
2017,46th Annual Marty Uher XC Invitational,
2019,46th Western Washington University Cross Country Classic,
2013,47th Annual Hillsdale College GINA Relays,
2016,47th Annual Sparky Adams Invitational,
2013,47th Annual U Albany XC Invite,
2014,"48th Annual Hillsdale College ""GINA"" Relays",
2016,48th NEICAAA Indoor Track & Field Championships,
2018,49er Classic,
2015,49th Hillsdale College GINA Relays,
2015,49th UAlbany XC Invite,
2014,4th Annual Adonica Ferguson Relays,
2016,4th Annual Bruce Kirsh Cross Country Cup,
2019,4th Annual Doris Heritage Track Festival,
2019,4th Annual Indoor Gorilla Classic,
2019,4th Annual NYIT Cross Country Invitational,
2013,4th Annual Roadrunner Invitational,
2015,4th Annual SVSU - GVSU Dual,
2015,4th Annual South Florida Multi-Cultrual Games,
2014,4th Annual UW Parkside Classic Open,
2014,4th Annual Yellow Jacket Invitational,
2016,"50th Annual Hillsdale College ""GINA"" Relays",
2017,"51st Annual Hillsdale ""GINA"" Relays",
2010,52nd Annual Mt. SAC Relays,
2019,"53rd Annual Hillsdale ""GINA"" Relays",
2011,53rd Annual Mt. SAC Relays,
2012,54th Annual Mt. SAC Relays,
2013,55th Mt. SAC Relays,
2019,58th Les Duke Invitational,
2015,5th Annual Adonica Ferguson Relays,
2017,5th Annual Bruce Kirsh Cross Country Cup,
2016,5th Annual Golden Eagle Invitational,
2020,5th Annual Indoor Gorilla Classic,
2015,5th Annual Yellow Jacket Invitational,
2016,6 Team Qualifier,
2012,62nd Annual FAMU Relays,
2016,6th Annual AIC Yellow Jacket Invitational,
2016,6th Annual Adonica Ferguson Relays,
2015,6th Annual Bill Ward Indoor Track & Field Meet,
2018,6th Annual Bruce Kirsh Cross Country Cup,
2012,6th Annual Gator Invitational,
2015,6th Annual Go-Fast River Run,
2018,6th Annual UNG XC Invitational,
2014,73rd Annual Viking Olympics,
2017,7th Annual Adonica Ferguson Relays,
2019,7th Annual Bruce Kirsh Cross Country Cup,
2013,7th Annual Gator Invitational,
2018,7th Annual Golden Eagle Invitational,
2011,7th Annual Paul Kaiser Classic,
2016,7th Annual Roadrunner Invitational,
2013,7th Annual Spring Break Classic,
2019,7th Annual UNG XC Invitational,
2017,7th Annual Yellow Jacket Invitational,
2016,8th Annual David Suenram Gorilla Classic,
2017,8th Annual Roadrunner Invitational,
2014,8th Annual Spring Break Classic,
2019,8th Annual Terrier Relays,
2018,8th Annual Yellow Jacket Invitational,
2017,9th Annual David Suenram Gorilla Classic,
2018,9th Annual Galen Piper Cross Country Challenge,
2014,9th Annual Gator Invitational,
2019,9th Annual Yellow Jacket Invitational,
2014,AAE Invitational,
2019,ACC Championships,
2016,ACC Championships,
2018,ACU Naimadu Classic,
2019,ACU Oliver Jackson Twilight,
2018,ACU Wes Kittley Invitational,
2019,ACU Wes Kittley Invitational & Multi 2019,
2010,AMC Conference Championships,
2015,APP State Open Outdoor Track Meet,
2019,APSU Governors Invitational,
2015,AQ Quad Meet #2,
2018,ASC Championships,
2017,ASC Cross Country Championships,
2019,ASU Early Grizzly Open,
2017,ASU Early Grizzly Open,
2018,ASU Early Grizzly Open,
2013,ASU Mountaineer Indoor Open,
2018,ASU NCAA Qualifier,
2016,ASU NCAA Qualifier,
2015,ASU NCAA Qualifier,
2014,ASU NCAA Qualifier,
2014,ASU Open,
2018,ASUN Cross Country Championships,
2018,ASUN Indoor Conference Championships,
2019,ASUN Indoor Track & Field Championships,
2019,ASUN Outdoor Track & Field Championships,
2018,ASUN Outdoor Track & Field Championships,
2017,ASUN cross country championships,
2011,AU Center Invitational,
2013,Achilles Cup,
2014,Adams State Early Grizzly Open,
2017,Adams State NCAA Qualifier,
2019,Adams State University NCAA Qualifier,
2018,Adelphi Panthers XC Invitational,
2019,Adelphi Panthers XC Invitational,
2018,Adidas Steve Scott Invitational,
2019,Adonica Ferguson Classic,
2012,Adonica Ferguson Relays,
2011,Adonica Relays,
2011,Aggie Classic,
2019,Aggie Duels,
2016,Aggie Last Chance,
2012,Aggie Open,
2010,Air Force All-Comers,
2013,Air Force All-Comers,
2012,Air Force All-Comers,
2011,Air Force All-Comers,
2014,Air Force All-Comers Meet,
2012,Air Force Blue-Silver Open,
2015,Air Force Collegiate Open,
2020,Air Force Collegiate Open,
2014,Air Force Holiday Open,
2016,Air Force Holiday Open,
2013,Air Force Holiday Open,
2020,Air Force Holiday Open,
2010,Air Force Indoor Invitational,
2014,Air Force Invitational,
2012,Air Force Invitational,
2011,Air Force Invitational,
2016,Air Force Invitational,
2015,Air Force Invitational,
2013,Air Force Invitational,
